triad,polymorphism,backtracked,indicator_time,ac_time,search_time,total_time
00100000_01111_1,y,0,777.167µs,403.562µs,1.392389ms,2.573118ms
0111011_010100_1,y,0,942.947µs,715.839µs,3.770142ms,5.428928ms
0101111011_000_1,y,0,813.351µs,500.502µs,2.049253ms,3.363106ms
0100000_000100_1,y,0,779.5µs,529.791µs,2.222474ms,3.531765ms
1011011_01111_00,y,0,845.63µs,525.208µs,2.768077ms,4.138915ms
0100111_0111_000,y,0,917.58µs,715.625µs,4.00523ms,5.638435ms
010000100_0000_1,y,0,783.286µs,503.133µs,2.242447ms,3.528866ms
111011_010000_00,y,0,786.031µs,501.52µs,1.633143ms,2.920694ms
01010000_00100_1,y,0,889.058µs,538.591µs,3.559727ms,4.987376ms
0100000_001000_1,y,0,804.243µs,578.445µs,2.33774ms,3.720428ms
011101111_111_00,y,0,771.698µs,502.111µs,1.890656ms,3.164465ms
01001011000_00_1,y,0,911.004µs,853.175µs,5.324789ms,7.088968ms
01111_10111_0100,y,0,851.044µs,548.043µs,3.050313ms,4.4494ms
1011000_0111_000,y,0,818.747µs,610.627µs,3.282211ms,4.711585ms
001101111_000_11,y,0,794.983µs,478.943µs,2.492306ms,3.766232ms
0100111_011011_1,y,0,866.55µs,653.399µs,4.662029ms,6.181978ms
01001000_01111_1,y,0,874.504µs,549.073µs,2.230466ms,3.654043ms
0011000000_000_1,y,0,761.981µs,601.415µs,2.176853ms,3.540249ms
0010000100_000_1,y,0,3.488373ms,428.624µs,1.822729ms,5.739726ms
010001111_0111_1,y,0,784.161µs,640.017µs,3.310218ms,4.734396ms
01111111_01000_1,y,0,763.785µs,653.046µs,1.705802ms,3.122633ms
01010001000_00_1,y,0,868.429µs,579.675µs,2.819616ms,4.26772ms
0101111_10111_00,y,0,851.282µs,607.678µs,2.934015ms,4.392975ms
01111011_0000_11,y,0,757.06µs,433.98µs,1.5008ms,2.69184ms
0110101011_000_1,y,0,891.497µs,747.967µs,5.055793ms,6.695257ms
0111100000_000_1,y,0,761.157µs,495.526µs,2.109062ms,3.365745ms
011011_010000_00,y,0,884.601µs,569.481µs,3.051829ms,4.505911ms
0001000_0000_011,y,0,784.961µs,471.75µs,2.237857ms,3.494568ms
001010000_0000_1,y,0,784.709µs,596.127µs,2.953815ms,4.334651ms
0011000_010000_1,y,0,824.051µs,738.731µs,3.56887ms,5.131652ms
0101000_011000_1,y,0,866.193µs,682.205µs,5.173532ms,6.72193ms
011000_0111_1011,y,0,855.459µs,753.334µs,4.349978ms,5.958771ms
1011011_01000_00,y,0,890.403µs,409.783µs,2.135174ms,3.43536ms
00111111_111_000,y,0,773.622µs,629.303µs,2.741879ms,4.144804ms
01110000_01000_1,y,0,795.036µs,701.472µs,3.329604ms,4.826112ms
101011_0111_0000,y,0,820.988µs,778.086µs,3.036261ms,4.635335ms
011001111_0000_1,y,0,790.042µs,508.301µs,2.563651ms,3.861994ms
